id,TransactionID,Date,CustomerID,PartNo,Quantity,Rate,TotalPrice,PartDescription,Category,Source,VehicleMake
1356,20,24-01-2023,CUST-387,04111-11021,1,7.6,7.6,gasket kit,Others,Aftermarket,Toyota
1357,20,24-01-2023,CUST-387,04111-11001,1,7.6,7.6,gasket kit,Others,Aftermarket,Toyota
1358,148,19-06-2023,CUST-481,THREEBOND,1,9.0,9.0,GASKET SEALANT,Others,Aftermarket,Generic
1359,136,07-06-2023,CUST-287,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1360,21,26-01-2023,CUST-211,SL3890R,2,6.01,12.02,LINK ROD,Others,Aftermarket,Nissan
1361,17,21-01-2023,CUST-254,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1362,52,03-03-2023,CUST-410,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1363,130,31-05-2023,CUST-309,16100-39456,1,36.1,36.1,WATER PUMP,Others,OEM,Toyota
1364,87,12-04-2023,CUST-499,R748A-STD,1,10.4,10.4,MAIN BEARING,Others,Aftermarket,Honda
1365,46,24-02-2023,CUST-370,DIAMBD-502,1,14.2,14.2,CLUTCH COVER,Others,Aftermarket,Mitsubishi
1366,135,06-06-2023,CUST-317,DIAMBD-502,1,14.2,14.2,CLUTCH COVER,Others,Aftermarket,Mitsubishi
1367,44,21-02-2023,CUST-291,17801-31131,1,11.9,11.9,air filter,Others,OEM,Honda
1368,14,18-01-2023,CUST-157,48820-0K030,2,20.1,40.2,LINK ROD,Others,OEM,Toyota
1369,3,05-01-2023,CUST-188,13568-YZZ10,1,13.8,13.8,TIMING BELT,Others,OEM,Toyota
1370,Specification,04-01-2023,CUST-387,04111-11021,1,7.6,7.6,gasket kit,Others,Aftermarket,Toyota
1371,94,20-04-2023,CUST-168,MK-D-2228,1,8.2,8.2,BRAKE PAD,Others,Aftermarket,Toyota
1372,125,25-05-2023,CUST-192,48655-28020,2,4.7,9.4,LOWER ARMS,Others,OEM,Toyota
1373,6,08-01-2023,CUST-489,DIAMBD-502,1,14.2,14.2,CLUTCH COVER,Others,Aftermarket,Mitsubishi
1374,43,20-02-2023,CUST-355,90311-T0016,1,3.8,3.8,OIL SEAL,Others,OEM,Toyota
1375,17,21-01-2023,CUST-254,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1376,113,12-05-2023,CUST-410,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1377,18,22-01-2023,CUST-190,17801-0C010,1,3.7,3.7,AIR FILTER,Others,Aftermarket,Toyota
1378,44,21-02-2023,CUST-291,17801-31131,1,11.9,11.9,air filter,Others,OEM,Honda
1379,57,08-03-2023,CUST-134,THREEBOND-RTV,1,1.9,1.9,LUBRICANT,Others,Aftermarket,Generic
1380,67,19-03-2023,CUST-489,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1381,20,24-01-2023,CUST-387,04111-11021,1,7.6,7.6,gasket kit,Others,Aftermarket,Toyota
1382,79,02-04-2023,CUST-190,17801-0C010,1,3.7,3.7,AIR FILTER,Others,Aftermarket,Toyota
1383,66,18-03-2023,CUST-201,90919-01210,6,3.33,20.0,SPARK PLUG,Others,OEM,Toyota
1384,45,23-02-2023,CUST-204,4PK980,1,2.3,2.3,BELT,Others,Aftermarket,Generic
1385,93,18-04-2023,CUST-223,13091-ZK00A,1,8.2,8.2,CHAIN GUIDE,Others,OEM,Nissan
1386,115,14-05-2023,CUST-215,CB1232,1,7.1,7.1,CON ROD BEARING,Others,Aftermarket,Honda
1387,30,05-02-2023,CUST-454,44348-33250,1,14.7,14.7,POWER STEERING HOSE,Others,OEM,Toyota
1388,77,31-03-2023,CUST-333,04371-60070,2,22.8,45.6,UNIVERSAL JOINT,Others,OEM,Toyota
1389,70,23-03-2023,CUST-276,CRT96,1,5.2,5.2,RACK END,Others,Aftermarket,Toyota
1390,8,11-01-2023,CUST-345,12010-EA200,1,36.1,36.1,PISTON,Others,Aftermarket,Nissan
1391,40,17-02-2023,CUST-283,23826-31080,1,5.2,5.2,VACCUM HOSE,Others,OEM,Toyota
1392,55,06-03-2023,CUST-381,02-132,1,2.3,2.3,AXLE BOOT,Others,Aftermarket,Generic
1393,15,19-01-2023,CUST-461,90919-01233,4,3.48,13.9,STEERING DAMPER,Others,OEM,Toyota
1394,62,14-03-2023,CUST-292,04495-06050,1,12.8,12.8,brake shoe,Others,OEM,Toyota
1395,25,30-01-2023,CUST-182,12261-31060,1,2.8,2.8,VENTILATION VALVE,Others,OEM,Toyota
1396,61,13-03-2023,CUST-165,CLT19,2,4.7,9.4,LINK ROD,Others,Aftermarket,Honda
1397,111,09-05-2023,CUST-265,11011-38050,1,13.3,13.3,MAIN BEARING,Others,Aftermarket,Toyota
1398,97,23-04-2023,CUST-241,CET118,2,4.75,9.5,TIEROD END,Others,Aftermarket,Toyota
1399,76,30-03-2023,CUST-461,90919-01233,4,3.48,13.9,STEERING DAMPER,Others,OEM,Toyota
1400,58,10-03-2023,CUST-348,12204-31030,1,3.4,3.4,PCV VALVE,Others,OEM,Toyota
1401,8,11-01-2023,CUST-345,SWN30131,1,9.5,9.5,PISTON RING,Others,Aftermarket,Nissan
1402,92,17-04-2023,CUST-390,17801-31131,1,11.9,11.9,air filter,Others,OEM,Toyota
1403,10,13-01-2023,CUST-199,4PK1070,1,2.8,2.8,BELT,Others,Aftermarket,Generic
1404,47,25-02-2023,CUST-195,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1405,68,20-03-2023,CUST-122,23300-75140,1,12.8,12.8,FUEL FILTER,Others,OEM,Toyota
1406,85,09-04-2023,CUST-299,DAITYK029,1,45.0,45.0,CLUTCH ASSEMBLY,Others,Aftermarket,Generic
1407,107,05-05-2023,CUST-370,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1408,58,10-03-2023,CUST-348,12261-31060,1,2.8,2.8,VENTILATION VALVE,Others,OEM,Toyota
1409,3,05-01-2023,CUST-188,13568-YZZ10,1,13.8,13.8,TIMING BELT,Others,OEM,Toyota
1410,101,28-04-2023,CUST-283,23826-31080,1,5.2,5.2,VACCUM HOSE,Others,OEM,Toyota
1411,27,02-02-2023,CUST-312,21200-VJ20A,1,5.2,5.2,THERMOSTAT,Others,OEM,Nissan
1412,8,11-01-2023,CUST-345,12010-EA200,1,36.1,36.1,PISTON,Others,Aftermarket,Nissan
1413,96,22-04-2023,CUST-305,KYB33340187,2,28.5,57.0,SHOCK ABSORBER,Others,Aftermarket,Mitsubishi
1414,132,02-06-2023,CUST-456,12361-31081,2,43.8,87.6,ENGINE INSULATOR,Others,OEM,Toyota
1415,55,06-03-2023,CUST-381,LUCIDES,1,0.9,0.9,AXLE GREASE,Others,Aftermarket,Generic
1416,46,24-02-2023,CUST-370,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1417,47,25-02-2023,CUST-195,48069-33060,1,11.9,11.9,LOWER ARM,Others,Aftermarket,Toyota
1418,146,19-06-2023,CUST-467,SL3890R,2,6.01,12.02,LINK ROD,Others,Aftermarket,Nissan
1419,57,08-03-2023,CUST-134,THREEBOND-RTV,1,1.9,1.9,LUBRICANT,Others,Aftermarket,Generic
1420,127,28-05-2023,CUST-218,SDT10193(.50),1,8.5,8.5,PISTON RING,Others,Aftermarket,Toyota
1421,77,31-03-2023,CUST-333,04371-60070,2,22.8,45.6,UNIVERSAL JOINT,Others,OEM,Toyota
1422,93,18-04-2023,CUST-223,13070-9BM0A,1,9.0,9.0,CHAIN TENSIONER,Others,OEM,Nissan
1423,52,03-03-2023,CUST-410,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1424,116,15-05-2023,CUST-381,72-452,1,2.3,2.3,AXLE BOOT,Others,Aftermarket,Generic
1425,44,21-02-2023,CUST-291,90915-YZZD2,1,1.4,1.4,OIL FILTER,Others,OEM,Honda
1426,108,06-05-2023,CUST-195,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1427,97,23-04-2023,CUST-241,CET118,2,4.75,9.5,TIEROD END,Others,Aftermarket,Toyota
1428,89,14-04-2023,CUST-250,90311-35033,1,2.8,2.8,OIL SEAL,Others,OEM,Toyota
1429,17,21-01-2023,CUST-254,11213-20030,1,3.8,3.8,VALVE COVER GASKET,Others,OEM,Toyota
1430,144,16-06-2023,CUST-198,35168-21020,1,2.3,2.3,GEAR GASKET,Others,OEM,Toyota
1431,45,23-02-2023,CUST-204,4PK980,1,2.3,2.3,BELT,Others,Aftermarket,Generic
1432,45,23-02-2023,CUST-204,4PK930,1,2.3,2.3,BELT,Others,Aftermarket,Generic
1433,138,09-06-2023,CUST-212,48820-0K030,2,20.1,40.2,LINK ROD,Others,OEM,Toyota
1434,47,25-02-2023,CUST-195,48069-33060,1,11.9,11.9,LOWER ARM,Others,Aftermarket,Toyota
1435,135,06-06-2023,CUST-317,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1436,44,21-02-2023,CUST-291,90915-YZZD2,1,1.4,1.4,OIL FILTER,Others,OEM,Honda
1437,70,23-03-2023,CUST-276,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1438,48,26-02-2023,CUST-444,90919-01210,6,3.33,20.0,SPARK PLUG,Others,OEM,Toyota
1439,79,02-04-2023,CUST-190,17801-0C010,1,3.7,3.7,AIR FILTER,Others,Aftermarket,Toyota
1440,63,15-03-2023,CUST-411,MIT-COOL(4L)-G,1,6.1,6.1,COOLANT,Others,OEM,Honda
1441,11,14-01-2023,CUST-432,SHELLAC,2,0.9,1.8,LUBRICANT,Others,Aftermarket,Nissan
1442,37,13-02-2023,CUST-418,12305-0C011,2,7.6,15.2,ENGINE MOUNTING,Others,Aftermarket,Toyota
1443,78,01-04-2023,CUST-254,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1444,84,08-04-2023,CUST-378,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1445,140,12-06-2023,CUST-155,GIP-505,1,13.3,13.3,FUEL PUMP,Others,Aftermarket,Honda
1446,113,12-05-2023,CUST-410,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1447,141,13-06-2023,CUST-403,90919-01210,6,3.33,20.0,SPARK PLUG,Others,OEM,Toyota
1448,111,09-05-2023,CUST-265,M748A-STD,1,9.0,9.0,THRUST WASHER,Others,OEM,Toyota
1449,78,01-04-2023,CUST-254,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1450,137,08-06-2023,CUST-495,16325-76010,1,0.9,0.9,THERMOSTAT GASKET,Others,OEM,Nissan
1451,19,23-01-2023,CUST-401,GIP-505,1,13.3,13.3,FUEL PUMP,Others,Aftermarket,Honda
1452,68,20-03-2023,CUST-122,23300-75140,1,12.8,12.8,FUEL FILTER,Others,OEM,Toyota
1453,106,04-05-2023,CUST-204,4PK980,1,2.3,2.3,BELT,Others,Aftermarket,Generic
1454,38,14-02-2023,CUST-151,SDT10193(.50),1,8.5,8.5,PISTON RING,Others,Aftermarket,Toyota
1455,5,07-01-2023,CUST-201,90919-01210,6,3.33,20.0,SPARK PLUG,Others,OEM,Toyota
1456,57,08-03-2023,CUST-134,THREEBOND-RTV,1,1.9,1.9,LUBRICANT,Others,Aftermarket,Generic
1457,73,26-03-2023,CUST-314,35330-08010,1,13.3,13.3,GEAR FILTER ,Others,OEM,Toyota
1458,135,06-06-2023,CUST-317,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1459,69,22-03-2023,CUST-345,SWN30131,1,9.5,9.5,PISTON RING,Others,Aftermarket,Nissan
1460,133,04-06-2023,CUST-388,4PK1070,1,2.8,2.8,BELT,Others,Aftermarket,Generic
1461,92,17-04-2023,CUST-390,90915-YZZD2,1,1.4,1.4,OIL FILTER,Others,OEM,Toyota
1462,3,05-01-2023,CUST-188,16100-39456,1,36.1,36.1,WATER PUMP,Others,OEM,Toyota
1463,17,21-01-2023,CUST-254,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1464,84,08-04-2023,CUST-378,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1465,121,21-05-2023,CUST-421,44348-35280,1,8.0,8.0,POWER STEERING HOSE,Others,OEM,Toyota
1466,138,09-06-2023,CUST-212,48820-0K030,2,20.1,40.2,LINK ROD,Others,OEM,Toyota
1467,70,23-03-2023,CUST-276,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1468,34,10-02-2023,CUST-472,68171-60070,1,12.8,12.8,WEATHER STRIP,Others,OEM,Toyota
1469,68,20-03-2023,CUST-122,23300-75140,1,12.8,12.8,FUEL FILTER,Others,OEM,Toyota
1470,53,04-03-2023,CUST-298,35330-73010,1,11.9,11.9,GEAR FILTER ,Others,OEM,Toyota
1471,116,15-05-2023,CUST-381,72-452,1,2.3,2.3,AXLE BOOT,Others,Aftermarket,Generic
1472,130,31-05-2023,CUST-309,13568-YZZ10,1,13.8,13.8,TIMING BELT,Others,OEM,Toyota
1473,4,06-01-2023,CUST-365,KYB334399,2,24.7,49.4,SHOCK ABSORBER,Others,Aftermarket,Nissan
1474,85,09-04-2023,CUST-299,DAITYK029,1,45.0,45.0,CLUTCH ASSEMBLY,Others,Aftermarket,Generic
1475,42,19-02-2023,CUST-160,GWT131,1,14.0,14.0,WATER PUMP,Others,Aftermarket,Toyota
1476,35,11-02-2023,CUST-305,KYB33340187,2,28.5,57.0,SHOCK ABSORBER,Others,Aftermarket,Mitsubishi
1477,59,11-03-2023,CUST-279,13070-ZK01A,1,11.9,11.9,CHAIN TENSIONER,Others,OEM,Nissan
1478,107,05-05-2023,CUST-370,DIAMBD-502,1,14.2,14.2,CLUTCH COVER,Others,Aftermarket,Mitsubishi
1479,104,01-05-2023,CUST-355,90311-T0015,1,2.3,2.3,OIL SEAL,Others,OEM,Toyota
1480,37,13-02-2023,CUST-418,12305-0C011,2,7.6,15.2,ENGINE MOUNTING,Others,Aftermarket,Toyota
1481,135,06-06-2023,CUST-317,DIAMBD-502,1,14.2,14.2,CLUTCH COVER,Others,Aftermarket,Mitsubishi
1482,116,15-05-2023,CUST-381,02-132,1,2.3,2.3,AXLE BOOT,Others,Aftermarket,Generic
1483,86,10-04-2023,CUST-182,12204-36030,1,4.7,4.7,VENTILATION VALVE,Others,OEM,Toyota
1484,134,05-06-2023,CUST-178,04371-60070,2,22.8,45.6,UNIVERSAL JOINT,Others,OEM,Toyota
1485,9,12-01-2023,CUST-276,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1486,75,29-03-2023,CUST-157,48820-0K030,2,20.1,40.2,LINK ROD,Others,OEM,Toyota
1487,124,24-05-2023,CUST-258,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1488,127,28-05-2023,CUST-218,SDT10193(.50),1,8.5,8.5,PISTON RING,Others,Aftermarket,Toyota
1489,43,20-02-2023,CUST-355,90311-T0016,1,3.8,3.8,OIL SEAL,Others,OEM,Toyota
1490,70,23-03-2023,CUST-276,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1491,73,26-03-2023,CUST-314,35168-21020,1,2.3,2.3,GEAR GASKET,Others,OEM,Toyota
1492,62,14-03-2023,CUST-292,04495-06050,1,12.8,12.8,brake shoe,Others,OEM,Toyota
1493,11,14-01-2023,CUST-432,SHELLAC,2,0.9,1.8,LUBRICANT,Others,Aftermarket,Nissan
1494,136,07-06-2023,CUST-287,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1495,102,29-04-2023,CUST-427,SWT10236ZZ-STD,1,17.1,17.1,PISTON RING,Others,Aftermarket,Toyota
1496,101,28-04-2023,CUST-283,23826-31080,1,5.2,5.2,VACCUM HOSE,Others,OEM,Toyota
1497,132,02-06-2023,CUST-456,12361-31081,2,43.8,87.6,ENGINE INSULATOR,Others,OEM,Toyota
1498,95,21-04-2023,CUST-472,68174-60050,1,12.8,12.8,WEATHER STRIP,Others,OEM,Toyota
1499,25,30-01-2023,CUST-182,12204-36030,1,4.7,4.7,VENTILATION VALVE,Others,OEM,Toyota
1500,140,12-06-2023,CUST-155,GIP-505,1,13.3,13.3,FUEL PUMP,Others,Aftermarket,Honda
1501,57,08-03-2023,CUST-134,THREEBOND-RTV,1,1.9,1.9,LUBRICANT,Others,Aftermarket,Generic
1502,131,01-06-2023,CUST-245,CRT96,1,5.2,5.2,RACK END,Others,Aftermarket,Toyota
1503,134,05-06-2023,CUST-178,04371-60070,2,22.8,45.6,UNIVERSAL JOINT,Others,OEM,Toyota
1504,144,16-06-2023,CUST-198,35168-21020,1,2.3,2.3,GEAR GASKET,Others,OEM,Toyota
1505,20,24-01-2023,CUST-387,04111-11021,1,7.6,7.6,gasket kit,Others,Aftermarket,Toyota
1506,6,08-01-2023,CUST-489,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1507,113,12-05-2023,CUST-410,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1508,82,06-04-2023,CUST-211,SL3890R,2,6.01,12.02,LINK ROD,Others,Aftermarket,Nissan
1509,126,27-05-2023,CUST-338,CB1232(STD),1,7.1,7.1,CON ROD BEARING(U),Others,Aftermarket,Honda
1510,94,20-04-2023,CUST-168,MK-D-2228,1,8.2,8.2,BRAKE PAD,Others,Aftermarket,Toyota
1511,139,11-06-2023,CUST-361,KYB334399,2,24.7,49.4,SHOCK ABSORBER,Others,Aftermarket,Nissan
1512,140,12-06-2023,CUST-155,GIP-505,1,13.3,13.3,FUEL PUMP,Others,Aftermarket,Honda
1513,141,13-06-2023,CUST-403,THREEBOND,1,9.0,9.0,GASKET SEALANT,Others,Aftermarket,Generic
1514,Converted,05-01-2023,CUST-365,KYB334400,2,24.7,49.4,shock assembly,Others,Aftermarket,Nissan
1515,32,07-02-2023,CUST-223,13070-9BM0A,1,9.0,9.0,CHAIN TENSIONER,Others,OEM,Nissan
1516,114,13-05-2023,CUST-298,35168-73010,1,3.3,3.3,TRANSAXLE GASKET,Others,OEM,Toyota
1517,137,08-06-2023,CUST-495,21200-VJ20A,1,5.2,5.2,THERMOSTAT,Others,OEM,Nissan
1518,58,10-03-2023,CUST-348,12204-31030,1,3.4,3.4,PCV VALVE,Others,OEM,Toyota
1519,57,08-03-2023,CUST-134,THREEBOND-RTV,1,1.9,1.9,LUBRICANT,Others,Aftermarket,Generic
1520,106,04-05-2023,CUST-204,4PK980,1,2.3,2.3,BELT,Others,Aftermarket,Generic
1521,130,31-05-2023,CUST-309,13568-YZZ10,1,13.8,13.8,TIMING BELT,Others,OEM,Toyota
1522,139,11-06-2023,CUST-361,KYB334399,2,24.7,49.4,SHOCK ABSORBER,Others,Aftermarket,Nissan
1523,26,01-02-2023,CUST-499,R748A-STD,1,10.4,10.4,MAIN BEARING,Others,Aftermarket,Honda
1524,105,02-05-2023,CUST-291,17801-31131,1,11.9,11.9,air filter,Others,OEM,Honda
1525,60,12-03-2023,CUST-421,44348-35280,1,8.0,8.0,POWER STEERING HOSE,Others,OEM,Toyota
1526,146,19-06-2023,CUST-467,SL3890R,2,6.01,12.02,LINK ROD,Others,Aftermarket,Nissan
1527,95,21-04-2023,CUST-472,68173-60050,1,12.8,12.8,WEATHER STRIP,Others,OEM,Toyota
1528,134,05-06-2023,CUST-178,04371-60070,2,22.8,45.6,UNIVERSAL JOINT,Others,OEM,Toyota
1529,94,20-04-2023,CUST-168,MK-D-2228,1,8.2,8.2,BRAKE PAD,Others,Aftermarket,Toyota
1530,20,24-01-2023,CUST-387,04111-11021,1,7.6,7.6,gasket kit,Others,Aftermarket,Toyota
1531,66,18-03-2023,CUST-201,90919-01210,6,3.33,20.0,SPARK PLUG,Others,OEM,Toyota
1532,24,29-01-2023,CUST-299,DAITYK029,1,45.0,45.0,CLUTCH ASSEMBLY,Others,Aftermarket,Generic
1533,24,29-01-2023,CUST-244,12361-31081,2,43.8,87.6,ENGINE INSULATOR,Others,OEM,Toyota
1534,130,31-05-2023,CUST-309,13505-20030,1,15.7,15.7,BELT TENSIONER,Others,OEM,Toyota
1535,128,29-05-2023,CUST-481,THREEBOND,1,9.0,9.0,GASKET SEALANT,Others,Aftermarket,Generic
1536,89,14-04-2023,CUST-250,90311-35033,1,2.8,2.8,OIL SEAL,Others,OEM,Toyota
1537,72,25-03-2023,CUST-432,SHELLAC,2,0.9,1.8,LUBRICANT,Others,Aftermarket,Nissan
1538,140,12-06-2023,CUST-155,GIP-505,1,13.3,13.3,FUEL PUMP,Others,Aftermarket,Honda
1539,35,11-02-2023,CUST-305,KYB33340187,2,28.5,57.0,SHOCK ABSORBER,Others,Aftermarket,Mitsubishi
1540,94,20-04-2023,CUST-168,MK-D-2228,1,8.2,8.2,BRAKE PAD,Others,Aftermarket,Toyota
1541,45,23-02-2023,CUST-204,4PK930,1,2.3,2.3,BELT,Others,Aftermarket,Generic
1542,60,12-03-2023,CUST-421,44348-35280,1,8.0,8.0,POWER STEERING HOSE,Others,OEM,Toyota
1543,110,08-05-2023,CUST-330,83320-0K010,1,10.9,10.9,PETROL GAUGE,Others,OEM,Toyota
1544,65,17-03-2023,CUST-365,KYB334400,2,24.7,49.4,SHOCK ABSORBER,Others,Aftermarket,Nissan
1545,95,21-04-2023,CUST-472,68173-60050,1,12.8,12.8,WEATHER STRIP,Others,OEM,Toyota
1546,94,20-04-2023,CUST-168,04465-06090,1,23.8,23.8,Brake pad,Others,OEM,Toyota
1547,123,23-05-2023,CUST-429,90445-18130,1,7.6,7.6,GUM HOSE,Others,OEM,Toyota
1548,9,12-01-2023,CUST-276,CRT96,1,5.2,5.2,RACK END,Others,Aftermarket,Toyota
1549,148,19-06-2023,CUST-489,DIAMBD-502,1,14.2,14.2,CLUTCH COVER,Others,Aftermarket,Mitsubishi
1550,74,28-03-2023,CUST-208,04465-33050,1,18.0,18.0,BRAKE PAD,Others,OEM,Toyota
1551,39,16-02-2023,CUST-399,04446-06060,1,5.2,5.2,POWER STEERING KIT,Others,OEM,Toyota
1552,119,19-05-2023,CUST-348,12204-31030,1,3.4,3.4,PCV VALVE,Others,OEM,Toyota
1553,99,25-04-2023,CUST-151,SDT10193(STD),1,8.5,8.5,PISTON RING,Others,Aftermarket,Toyota
1554,33,09-02-2023,CUST-168,MK-D-2228,1,8.2,8.2,BRAKE PAD,Others,Aftermarket,Toyota
1555,100,27-04-2023,CUST-399,04446-06060,1,5.2,5.2,POWER STEERING KIT,Others,OEM,Toyota
1556,65,17-03-2023,CUST-365,KYB334400,2,24.7,49.4,SHOCK ABSORBER,Others,Aftermarket,Nissan
1557,48,26-02-2023,CUST-444,90919-01210,6,3.33,20.0,SPARK PLUG,Others,OEM,Toyota
1558,143,15-06-2023,CUST-258,04465-0K580,1,25.8,25.8,BRAKE PAD,Others,OEM,Toyota
1559,47,25-02-2023,CUST-195,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1560,119,19-05-2023,CUST-348,12204-31030,1,3.4,3.4,PCV VALVE,Others,OEM,Toyota
1561,65,17-03-2023,CUST-365,KYB334400,2,24.7,49.4,SHOCK ABSORBER,Others,Aftermarket,Nissan
1562,42,19-02-2023,CUST-160,GWT131,1,14.0,14.0,WATER PUMP,Others,Aftermarket,Toyota
1563,118,17-05-2023,CUST-134,THREEBOND-RTV,1,1.9,1.9,LUBRICANT,Others,Aftermarket,Generic
1564,24,29-01-2023,CUST-299,DAITYK029,1,45.0,45.0,CLUTCH ASSEMBLY,Others,Aftermarket,Generic
1565,74,28-03-2023,CUST-208,04465-33050,1,18.0,18.0,BRAKE PAD,Others,OEM,Toyota
1566,114,13-05-2023,CUST-298,35168-73010,1,3.3,3.3,TRANSAXLE GASKET,Others,OEM,Toyota
1567,142,14-06-2023,CUST-321,CBT57L,1,5.7,5.7,BALL JOINT,Others,Aftermarket,Toyota
1568,99,25-04-2023,CUST-151,SDT10193(STD),1,8.5,8.5,PISTON RING,Others,Aftermarket,Toyota
1569,100,27-04-2023,CUST-399,04446-06060,1,5.2,5.2,POWER STEERING KIT,Others,OEM,Toyota
1570,70,23-03-2023,CUST-276,CRT96,1,5.2,5.2,RACK END,Others,Aftermarket,Toyota
1571,64,16-03-2023,CUST-188,13568-YZZ10,1,13.8,13.8,TIMING BELT,Others,OEM,Toyota
1572,10,13-01-2023,CUST-199,4PK1070,1,2.8,2.8,BELT,Others,Aftermarket,Generic
1573,17,21-01-2023,CUST-254,11193-70010,4,3.4,13.6,GROMMET,Others,OEM,Toyota
1574,46,24-02-2023,CUST-370,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1575,132,02-06-2023,CUST-456,12361-31081,2,43.8,87.6,ENGINE INSULATOR,Others,OEM,Toyota
1576,49,27-02-2023,CUST-330,83320-0K010,1,10.9,10.9,PETROL GAUGE,Others,OEM,Toyota
1577,106,04-05-2023,CUST-204,4PK980,1,2.3,2.3,BELT,Others,Aftermarket,Generic
1578,64,16-03-2023,CUST-188,13568-YZZ10,1,13.8,13.8,TIMING BELT,Others,OEM,Toyota
1579,27,02-02-2023,CUST-312,16325-76010,1,0.9,0.9,THERMOSTAT GASKET,Others,OEM,Nissan
1580,19,23-01-2023,CUST-401,GIP-505,1,13.3,13.3,FUEL PUMP,Others,Aftermarket,Honda
1581,55,06-03-2023,CUST-381,72-452,1,2.3,2.3,AXLE BOOT,Others,Aftermarket,Generic
1582,31,06-02-2023,CUST-390,90915-YZZD2,1,1.4,1.4,OIL FILTER,Others,OEM,Toyota
1583,95,21-04-2023,CUST-472,68174-60050,1,12.8,12.8,WEATHER STRIP,Others,OEM,Toyota
1584,62,14-03-2023,CUST-292,04465-06090,1,23.8,23.8,Brake pad,Others,OEM,Toyota
1585,127,28-05-2023,CUST-218,SDT10193(.50),1,8.5,8.5,PISTON RING,Others,Aftermarket,Toyota
1586,123,23-05-2023,CUST-429,90445-18130,1,7.6,7.6,GUM HOSE,Others,OEM,Toyota
1587,117,16-05-2023,CUST-491,15692-31010,1,1.1,1.1,OIL FILTER GASKET,Others,OEM,Toyota
1588,37,13-02-2023,CUST-418,12305-0C011,2,7.6,15.2,ENGINE MOUNTING,Others,Aftermarket,Toyota
1589,130,31-05-2023,CUST-309,13503-62030,1,14.7,14.7,IDLER BEARING,Others,OEM,Toyota
1590,26,01-02-2023,CUST-499,R748A-STD,1,10.4,10.4,MAIN BEARING,Others,Aftermarket,Honda
1591,42,19-02-2023,CUST-160,GWT131,1,14.0,14.0,WATER PUMP,Others,Aftermarket,Toyota
1592,11,14-01-2023,CUST-432,SHELLAC,2,0.9,1.8,LUBRICANT,Others,Aftermarket,Nissan
1593,69,22-03-2023,CUST-345,10101-EA225,1,30.2,30.2,GASKET KIT,Others,Aftermarket,Nissan
1594,134,05-06-2023,CUST-178,04371-60070,2,22.8,45.6,UNIVERSAL JOINT,Others,OEM,Toyota
1595,135,06-06-2023,CUST-317,DIAMBD-006U,1,12.3,12.3,CLUTCH DISK,Others,Aftermarket,Mitsubishi
1596,138,09-06-2023,CUST-212,48820-0K030,2,20.1,40.2,LINK ROD,Others,OEM,Toyota
1597,39,16-02-2023,CUST-399,04446-06060,1,5.2,5.2,POWER STEERING KIT,Others,OEM,Toyota
1598,83,07-04-2023,CUST-143,12361-31081,2,43.8,87.6,ENGINE INSULATOR,Others,OEM,Toyota
1599,116,15-05-2023,CUST-381,LUCIDES,1,0.9,0.9,AXLE GREASE,Others,Aftermarket,Generic
